CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHRMINE
RO,2153,TAROM - ROMANIAN AIR TRANSPORT,2024-08-04T23:20:00,2024-08-04T23:15:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,LANDED
A4,5024,AZIMUTH AIRLINES,2024-08-04T20:30:00,2024-08-04T23:16:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,DEPARTED
BZ,757,BLUE BIRD AIRWAYS,2024-08-04T22:10:00,2024-08-04T23:20:00,A,HER,HERAKLION,HERAKLION,GREECE,3,LANDED
LY,081,EL AL ISRAEL AIRLINES,2024-08-04T23:00:00,2024-08-04T23:21:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,DEPARTED
QF,5020,QANTAS AIRWAYS,2024-08-04T23:00:00,2024-08-04T23:21:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,DEPARTED
TG,4584,THAI AIRWAYS,2024-08-04T23:00:00,2024-08-04T23:21:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,DEPARTED
VN,3298,VIETNAM AIRLINES,2024-08-04T23:00:00,2024-08-04T23:21:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,DEPARTED
6H,262,ISRAIR AIRLINES,2024-08-04T23:05:00,2024-08-04T23:25:00,A,MUC,MUNICH,MUNICH,GERMANY,3,LANDING
LY,546,EL AL ISRAEL AIRLINES,2024-08-04T22:30:00,2024-08-04T23:27:00,A,ATH,ATHENS,ATHENS,GREECE,3,LANDING
U8,119,TUS AIRWAYS,2024-08-04T23:10:00,2024-08-04T23:29:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
6H,891,ISRAIR AIRLINES,2024-08-04T19:40:00,2024-08-04T23:30:00,D,TBS,TBILISI,TBILISI,GEORGIA,1,ON TIME
ET,414,ETHIOPIAN AIRLINES,2024-08-04T22:40:00,2024-08-04T23:39:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,LANDING
IZ,283,ARKIA  ISRAELI  AIRLINES,2024-08-04T17:15:00,2024-08-04T23:45:00,D,LCA,LARNACA,LARNACA,CYPRUS,1,DELAYED
LV,600,AIRZENA,2024-08-04T22:25:00,2024-08-04T23:45:00,D,TBS,TBILISI,TBILISI,GEORGIA,1,ON TIME
LY,5134,EL AL ISRAEL AIRLINES,2024-08-04T23:45:00,2024-08-04T23:45:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,NOT FINAL
IZ,215,ARKIA  ISRAELI  AIRLINES,2024-08-04T23:50:00,2024-08-04T23:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,ON TIME
H7,458,HISKY,2024-08-04T23:55:00,2024-08-04T23:55:00,D,RMO,CHISINAU,CHISINAU,MOLDOVA,3,ON TIME
LY,5116,EL AL ISRAEL AIRLINES,2024-08-04T23:55:00,2024-08-04T23:55:00,A,EFL,KEFALLINIA,KEFALONIA,GREECE,3,CANCELED
BZ,7522,BLUE BIRD AIRWAYS,2024-08-04T23:00:00,2024-08-05T00:00:00,D,HER,HERAKLION,HERAKLION,GREECE,3,ON TIME
IZ,1295,ARKIA  ISRAELI  AIRLINES,2024-08-04T21:40:00,2024-08-05T00:00:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,1,ON TIME
6H,563,ISRAIR AIRLINES,2024-08-04T21:30:00,2024-08-05T00:00:00,D,ATH,ATHENS,ATHENS,GREECE,3,ON TIME
LY,084,EL AL ISRAEL AIRLINES,2024-08-04T23:35:00,2024-08-05T00:04:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,FINAL
QF,5019,QANTAS AIRWAYS,2024-08-04T23:35:00,2024-08-05T00:04:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,FINAL
TG,4585,THAI AIRWAYS,2024-08-04T23:35:00,2024-08-05T00:04:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,FINAL
VN,3295,VIETNAM AIRLINES,2024-08-04T23:35:00,2024-08-05T00:04:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,FINAL
LY,5138,EL AL ISRAEL AIRLINES,2024-08-04T23:10:00,2024-08-05T00:07:00,A,PFO,PAPHOS,PAPHOS,CYPRUS,3,DELAYED
6H,252,ISRAIR AIRLINES,2024-08-05T00:05:00,2024-08-05T00:10:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,FINAL
RO,2154,TAROM - ROMANIAN AIR TRANSPORT,2024-08-05T00:20:00,2024-08-05T00:20:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,ON TIME
6H,730,ISRAIR AIRLINES,2024-08-04T23:45:00,2024-08-05T00:25:00,A,BOJ,BURGAS,BOURGAS,BULGARIA,3,FINAL
6H,726,ISRAIR AIRLINES,2024-08-04T23:40:00,2024-08-05T00:30:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,FINAL
H4,237,HISKY EUROPE SRL,2024-08-04T22:45:00,2024-08-05T00:45:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,FINAL
LY,544,EL AL ISRAEL AIRLINES,2024-08-05T00:45:00,2024-08-05T00:45:00,A,ATH,ATHENS,ATHENS,GREECE,3,NOT FINAL
ET,405,ETHIOPIAN AIRLINES,2024-08-05T00:50:00,2024-08-05T00:50:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,352,EL AL ISRAEL AIRLINES,2024-08-05T00:40:00,2024-08-05T00:54:00,A,MUC,MUNICH,MUNICH,GERMANY,3,FINAL
SK,3178,SAS,2024-08-05T00:40:00,2024-08-05T00:54:00,A,MUC,MUNICH,MUNICH,GERMANY,3,FINAL
LY,572,EL AL ISRAEL AIRLINES,2024-08-05T00:55:00,2024-08-05T00:55:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,NOT FINAL
AM,7869,AERO MEXICO,2024-08-05T01:00:00,2024-08-05T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-08-05T01:00:00,2024-08-05T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-08-05T01:00:00,2024-08-05T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-08-05T01:00:00,2024-08-05T01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,ON TIME
DL,7424,DELTA AIRLINES,2024-08-05T01:00:00,2024-08-05T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
DL,7441,DELTA AIRLINES,2024-08-05T01:00:00,2024-08-05T01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,ON TIME
LY,001,EL AL ISRAEL AIRLINES,2024-08-05T01:00:00,2024-08-05T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
LY,025,EL AL ISRAEL AIRLINES,2024-08-05T01:00:00,2024-08-05T01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,ON TIME
AM,7875,AERO MEXICO,2024-08-05T01:05:00,2024-08-05T01:05:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,ON TIME
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-08-05T01:05:00,2024-08-05T01:05:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,ON TIME
DL,7428,DELTA AIRLINES,2024-08-05T01:05:00,2024-08-05T01:05:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,ON TIME
LY,005,EL AL ISRAEL AIRLINES,2024-08-05T01:05:00,2024-08-05T01:05:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,ON TIME
LY,5153,EL AL ISRAEL AIRLINES,2024-08-05T01:10:00,2024-08-05T01:10:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
6H,712,ISRAIR AIRLINES,2024-08-04T23:45:00,2024-08-05T01:15:00,A,VAR,VARNA,VARNA,BULGARIA,3,FINAL
H4,238,HISKY EUROPE SRL,2024-08-04T23:45:00,2024-08-05T01:45:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,ON TIME
AF,7074,AIR FRANCE,2024-08-05T00:10:00,2024-08-05T01:48:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,FINAL
LY,328,EL AL ISRAEL AIRLINES,2024-08-05T00:10:00,2024-08-05T01:48:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,FINAL
SK,3162,SAS,2024-08-05T00:10:00,2024-08-05T01:48:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,FINAL
LY,356,EL AL ISRAEL AIRLINES,2024-08-05T00:40:00,2024-08-05T01:52:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,FINAL
FB,571,BULGARIA  AIR,2024-08-05T02:00:00,2024-08-05T02:00:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,CANCELED
IZ,418,ARKIA  ISRAELI  AIRLINES,2024-08-05T00:35:00,2024-08-05T02:00:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,DELAYED
LY,364,EL AL ISRAEL AIRLINES,2024-08-05T02:00:00,2024-08-05T02:00:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,NOT FINAL
IZ,214,ARKIA  ISRAELI  AIRLINES,2024-08-05T02:05:00,2024-08-05T02:05:00,A,ATH,ATHENS,ATHENS,GREECE,3,NOT FINAL
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-08-05T02:10:00,2024-08-05T02:07:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,FINAL
LY,384,EL AL ISRAEL AIRLINES,2024-08-05T02:10:00,2024-08-05T02:07:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,FINAL
SK,3166,SAS,2024-08-05T02:10:00,2024-08-05T02:07:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,FINAL
TP,8897,AIR PORTUGAL,2024-08-05T02:10:00,2024-08-05T02:07:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,FINAL
LY,614,EL AL ISRAEL AIRLINES,2024-08-05T02:25:00,2024-08-05T02:12:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,FINAL
S7,4485,SIBERIA AIRLINES,2024-08-05T02:25:00,2024-08-05T02:12:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,FINAL
FB,6085,BULGARIA  AIR,2024-08-05T02:20:00,2024-08-05T02:20:00,A,BOJ,BURGAS,BOURGAS,BULGARIA,3,CANCELED
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-08-05T02:30:00,2024-08-05T02:30:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,CANCELED
AF,6174,AIR FRANCE,2024-08-05T02:10:00,2024-08-05T02:36:00,A,NCE,NICE,NICE,FRANCE,3,FINAL
LY,224,EL AL ISRAEL AIRLINES,2024-08-05T02:10:00,2024-08-05T02:36:00,A,NCE,NICE,NICE,FRANCE,3,FINAL
LY,344,EL AL ISRAEL AIRLINES,2024-08-05T02:10:00,2024-08-05T02:39:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,FINAL
SK,3190,SAS,2024-08-05T02:10:00,2024-08-05T02:39:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,FINAL
6H,900,ISRAIR AIRLINES,2024-08-05T02:40:00,2024-08-05T02:40:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,CANCELED
AM,7850,AERO MEXICO,2024-08-05T02:55:00,2024-08-05T02:51:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,FINAL
KL,2474,K.L.M.,2024-08-05T02:55:00,2024-08-05T02:51:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,FINAL
LY,336,EL AL ISRAEL AIRLINES,2024-08-05T02:55:00,2024-08-05T02:51:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,FINAL
SK,3152,SAS,2024-08-05T02:55:00,2024-08-05T02:51:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,FINAL
LY,540,EL AL ISRAEL AIRLINES,2024-08-04T15:45:00,2024-08-05T02:55:00,A,ATH,ATHENS,ATHENS,GREECE,3,DELAYED
B6,6464,JETBLUE AIRWAYS CORPORATION,2024-08-04T23:25:00,2024-08-05T02:59:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,FINAL
DL,7445,DELTA AIRLINES,2024-08-04T23:25:00,2024-08-05T02:59:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,FINAL
LY,106,EL AL ISRAEL AIRLINES,2024-08-04T23:25:00,2024-08-05T02:59:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,FINAL
LY,2524,EL AL ISRAEL AIRLINES,2024-08-05T03:05:00,2024-08-05T03:05:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,5196,EL AL ISRAEL AIRLINES,2024-08-05T03:05:00,2024-08-05T03:05:00,A,BEG,BELGRADE,BELGRADE,SERBIA,3,NOT FINAL
6H,592,ISRAIR AIRLINES,2024-08-05T03:05:00,2024-08-05T03:05:00,A,PFO,PAPHOS,PAPHOS,CYPRUS,3,CANCELED
AZ,810,ITALIA TRASPORTO AEREO,2024-08-05T03:10:00,2024-08-05T03:10:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
JU,7381,AIR SERBIA,2024-08-05T03:10:00,2024-08-05T03:10:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
LY,226,EL AL ISRAEL AIRLINES,2024-08-05T03:10:00,2024-08-05T03:10:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,NOT FINAL
LY,5110,EL AL ISRAEL AIRLINES,2024-08-05T03:15:00,2024-08-05T03:15:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,CANCELED
LY,092,EL AL ISRAEL AIRLINES,2024-08-05T02:30:00,2024-08-05T03:16:00,A,NRT,TOKYO INTL.-NARITA,TOKYO,JAPAN,3,FINAL
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-08-05T00:15:00,2024-08-05T03:20:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,ON TIME
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-08-05T00:15:00,2024-08-05T03:20:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,ON TIME
DL,7437,DELTA AIRLINES,2024-08-05T00:15:00,2024-08-05T03:20:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,ON TIME
LY,017,EL AL ISRAEL AIRLINES,2024-08-05T00:15:00,2024-08-05T03:20:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,ON TIME
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-08-05T03:35:00,2024-08-05T03:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
6H,564,ISRAIR AIRLINES,2024-08-05T02:45:00,2024-08-05T03:36:00,A,ATH,ATHENS,ATHENS,GREECE,3,DELAYED
LY,388,EL AL ISRAEL AIRLINES,2024-08-05T03:40:00,2024-08-05T03:40:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,NOT FINAL
SK,3180,SAS,2024-08-05T03:40:00,2024-08-05T03:40:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,NOT FINAL
TP,8901,AIR PORTUGAL,2024-08-05T03:40:00,2024-08-05T03:40:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,NOT FINAL
6H,892,ISRAIR AIRLINES,2024-08-05T02:10:00,2024-08-05T03:40:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,DELAYED
IB,2391,IBERIA,2024-08-05T03:45:00,2024-08-05T03:45:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,NOT FINAL
LY,392,EL AL ISRAEL AIRLINES,2024-08-05T03:45:00,2024-08-05T03:45:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,NOT FINAL
LY,314,EL AL ISRAEL AIRLINES,2024-08-05T03:35:00,2024-08-05T03:47:00,A,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,FINAL
LO,151,LOT POLISH AIRLINES,2024-08-05T03:50:00,2024-08-05T03:50:00,A,WAW,WARSAW,WARSAW,POLAND,3,CANCELED
LY,9256,EL AL ISRAEL AIRLINES,2024-08-05T03:50:00,2024-08-05T03:50:00,A,WAW,WARSAW,WARSAW,POLAND,3,CANCELED
ET,404,ETHIOPIAN AIRLINES,2024-08-05T04:00:00,2024-08-05T04:00:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,2368,EL AL ISRAEL AIRLINES,2024-08-05T04:05:00,2024-08-05T04:05:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,NOT FINAL
6H,704,ISRAIR AIRLINES,2024-08-05T04:10:00,2024-08-05T04:10:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,CANCELED
AR,7865,AEROLINEAS ARGENTINAS S.A.,2024-08-05T04:00:00,2024-08-05T04:13:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,FINAL
B6,6454,JETBLUE AIRWAYS CORPORATION,2024-08-05T04:00:00,2024-08-05T04:13:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,FINAL
DL,7427,DELTA AIRLINES,2024-08-05T04:00:00,2024-08-05T04:13:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,FINAL
LY,004,EL AL ISRAEL AIRLINES,2024-08-05T04:00:00,2024-08-05T04:13:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,FINAL
AM,7878,AERO MEXICO,2024-08-05T04:30:00,2024-08-05T04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,NOT FINAL
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-08-05T04:30:00,2024-08-05T04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,NOT FINAL
IB,2397,IBERIA,2024-08-05T04:30:00,2024-08-05T04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,NOT FINAL
LY,398,EL AL ISRAEL AIRLINES,2024-08-05T04:30:00,2024-08-05T04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,NOT FINAL
OK,5288,CZECH AIRLINES,2024-08-05T04:35:00,2024-08-05T04:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
QS,1286,SMARTWINGS,2024-08-05T04:35:00,2024-08-05T04:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
6H,842,ISRAIR AIRLINES,2024-08-05T04:40:00,2024-08-05T04:40:00,A,RMO,CHISINAU,CHISINAU,MOLDOVA,3,CANCELED
AZ,809,ITALIA TRASPORTO AEREO,2024-08-05T04:45:00,2024-08-05T04:45:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
DL,6655,DELTA AIRLINES,2024-08-05T04:45:00,2024-08-05T04:45:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
JU,7380,AIR SERBIA,2024-08-05T04:45:00,2024-08-05T04:45:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
FB,572,BULGARIA  AIR,2024-08-05T04:50:00,2024-08-05T04:50:00,D,SOF,SOFIA,SOFIA,BULGARIA,3,CANCELED
LY,5110,EL AL ISRAEL AIRLINES,2024-08-05T04:50:00,2024-08-05T04:50:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,NOT FINAL
LY,5196,EL AL ISRAEL AIRLINES,2024-08-05T04:50:00,2024-08-05T04:50:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-08-06T01:20:00,2024-08-05T05:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,CANCELED
DL,7443,DELTA AIRLINES,2024-08-06T01:20:00,2024-08-05T05:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,CANCELED
IZ,5803,ARKIA  ISRAELI  AIRLINES,2024-08-05T05:00:00,2024-08-05T05:00:00,D,ETM,RAMON,RAMON,ISRAEL,1,CANCELED
LY,027,EL AL ISRAEL AIRLINES,2024-08-06T01:20:00,2024-08-05T05:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,CANCELED
LY,027,EL AL ISRAEL AIRLINES,2024-08-05T00:30:00,2024-08-05T05:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,CANCELED
LY,027A,EL AL ISRAEL AIRLINES,2024-08-05T00:30:00,2024-08-05T05:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,DELAYED
LY,311,EL AL ISRAEL AIRLINES,2024-08-05T05:00:00,2024-08-05T05:00:00,D,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,ON TIME
AM,7876,AERO MEXICO,2024-08-05T05:05:00,2024-08-05T05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,NOT FINAL
LO,152,LOT POLISH AIRLINES,2024-08-05T05:05:00,2024-08-05T05:05:00,D,WAW,WARSAW,WARSAW,POLAND,3,CANCELED
LY,318,EL AL ISRAEL AIRLINES,2024-08-05T05:05:00,2024-08-05T05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,9255,EL AL ISRAEL AIRLINES,2024-08-05T05:05:00,2024-08-05T05:05:00,D,WAW,WARSAW,WARSAW,POLAND,3,CANCELED
SK,3174,SAS,2024-08-05T05:05:00,2024-08-05T05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,NOT FINAL
VS,7496,VIRGIN ATLANTIC AIRWAYS,2024-08-05T05:05:00,2024-08-05T05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,NOT FINAL
IZ,216,ARKIA  ISRAELI  AIRLINES,2024-08-05T05:10:00,2024-08-05T05:10:00,A,ATH,ATHENS,ATHENS,GREECE,3,NOT FINAL
LY,5107,EL AL ISRAEL AIRLINES,2024-08-05T05:15:00,2024-08-05T05:15:00,D,TBS,TBILISI,TBILISI,GEORGIA,1,ON TIME
AM,7879,AERO MEXICO,2024-08-05T05:30:00,2024-08-05T05:30:00,D,MAD,MADRID,MADRID,SPAIN,3,ON TIME
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-08-05T05:30:00,2024-08-05T05:30:00,D,MAD,MADRID,MADRID,SPAIN,3,ON TIME
ET,415,ETHIOPIAN AIRLINES,2024-08-05T05:30:00,2024-08-05T05:30:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,ON TIME
IB,2394,IBERIA,2024-08-05T05:30:00,2024-08-05T05:30:00,D,MAD,MADRID,MADRID,SPAIN,3,ON TIME
LY,395,EL AL ISRAEL AIRLINES,2024-08-05T05:30:00,2024-08-05T05:30:00,D,MAD,MADRID,MADRID,SPAIN,3,ON TIME
ENT,340,ENTER AIR- E4,2024-08-05T05:55:00,2024-08-05T05:35:00,A,KTW,KATOWICE,KATOWICE,POLAND,3,EARLY
FB,6086,BULGARIA  AIR,2024-08-05T05:35:00,2024-08-05T05:35:00,D,BOJ,BURGAS,BOURGAS,BULGARIA,3,CANCELED
OK,5289,CZECH AIRLINES,2024-08-05T05:35:00,2024-08-05T05:35:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,ON TIME
QS,1287,SMARTWINGS,2024-08-05T05:35:00,2024-08-05T05:35:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,ON TIME
IB,2392,IBERIA,2024-08-05T05:45:00,2024-08-05T05:45:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,ON TIME
LY,376,EL AL ISRAEL AIRLINES,2024-08-05T05:45:00,2024-08-05T05:45:00,A,LIS,LISBON,LISBON,PORTUGAL,3,NOT FINAL
LY,393,EL AL ISRAEL AIRLINES,2024-08-05T05:45:00,2024-08-05T05:45:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,ON TIME
TP,8913,AIR PORTUGAL,2024-08-05T05:45:00,2024-08-05T05:45:00,A,LIS,LISBON,LISBON,PORTUGAL,3,NOT FINAL
AF,7067,AIR FRANCE,2024-08-05T05:50:00,2024-08-05T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,ON TIME
AM,7867,AERO MEXICO,2024-08-05T05:50:00,2024-08-05T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,ON TIME
LY,319,EL AL ISRAEL AIRLINES,2024-08-05T05:50:00,2024-08-05T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,ON TIME
LY,5154,EL AL ISRAEL AIRLINES,2024-08-05T05:50:00,2024-08-05T05:50:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,NOT FINAL
SK,3161,SAS,2024-08-05T05:50:00,2024-08-05T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,ON TIME
B6,6479,JETBLUE AIRWAYS CORPORATION,2024-08-05T05:55:00,2024-08-05T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
DL,7446,DELTA AIRLINES,2024-08-05T05:55:00,2024-08-05T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
LY,009,EL AL ISRAEL AIRLINES,2024-08-05T05:55:00,2024-08-05T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,ON TIME
WZ,017,RED WINGS AIRLINES,2024-08-05T05:55:00,2024-08-05T05:55:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
AM,7864,AERO MEXICO,2024-08-05T06:00:00,2024-08-05T06:00:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,ON TIME
KL,2473,K.L.M.,2024-08-05T06:00:00,2024-08-05T06:00:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,289,EL AL ISRAEL AIRLINES,2024-08-05T06:00:00,2024-08-05T06:00:00,D,VCE,VENICE,VENICE,ITALY,3,ON TIME
LY,337,EL AL ISRAEL AIRLINES,2024-08-05T06:00:00,2024-08-05T06:00:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,ON TIME
